Education,Education-Num,Matrital-Status,Native-Country,Occupation,Race,Relationship,Sex,Workclass,Age,Capital-Gain,Capital-Loss,Fnlwgt,Hours-Per-Week,Number of Records
Doctorate,16,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,47,0,0,107231,35,1
Doctorate,16,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,48,0,1902,191277,60,1
Doctorate,16,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,49,0,0,51620,60,1
Doctorate,16,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,50,0,0,196504,23,1
Doctorate,16,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,50,3781,0,176867,40,1
Doctorate,16,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,50,0,0,167728,60,1
Doctorate,16,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,52,0,0,289436,60,1
Doctorate,16,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,57,0,0,177271,35,1
Doctorate,16,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,61,0,0,84409,40,1
Doctorate,16,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,67,10605,0,217892,35,1
Doctorate,16,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,72,0,2392,52138,25,1
Doctorate,16,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,75,4931,0,231741,3,1
HS-grad,9,Married-civ-spouse,United-States,Protective-serv,White,Husband,Male,Self-emp-not-inc,33,0,0,48189,30,1
Assoc-voc,11,Married-civ-spouse,United-States,Protective-serv,White,Husband,Male,Self-emp-not-inc,45,0,0,152752,3,1
Assoc-acdm,12,Married-civ-spouse,United-States,Protective-serv,White,Husband,Male,Self-emp-not-inc,50,0,0,170562,20,1
1st-4th,2,Married-civ-spouse,Mexico,Sales,White,Husband,Male,Self-emp-not-inc,57,0,0,253914,35,1
5th-6th,3,Married-civ-spouse,Italy,Sales,White,Husband,Male,Self-emp-not-inc,47,0,0,121124,55,1
5th-6th,3,Married-civ-spouse,Mexico,Sales,White,Husband,Male,Self-emp-not-inc,47,0,2179,191175,50,1
7th-8th,4,Married-civ-spouse,Mexico,Sales,White,Husband,Male,Self-emp-not-inc,38,0,0,409189,40,1
7th-8th,4,Married-civ-spouse,Puerto-Rico,Sales,White,Husband,Male,Self-emp-not-inc,47,0,0,126500,40,1
7th-8th,4,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,38,0,0,282461,35,1
7th-8th,4,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,42,0,0,102069,30,1
7th-8th,4,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,49,0,0,122584,40,1
7th-8th,4,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,59,0,0,70623,85,1
7th-8th,4,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,61,0,0,196773,30,1
7th-8th,4,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,62,0,0,168682,5,1
7th-8th,4,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,69,0,0,104003,55,1
9th,5,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,61,0,0,113080,58,1
10th,6,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,38,0,1887,122493,40,1
10th,6,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,54,0,0,104748,65,1
10th,6,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,55,0,0,278228,35,1
10th,6,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,55,7688,0,141409,50,1
11th,7,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,57,0,0,138892,15,1
HS-grad,9,Married-civ-spouse,El-Salvador,Sales,White,Husband,Male,Self-emp-not-inc,50,15024,0,44368,55,1
HS-grad,9,Married-civ-spouse,England,Sales,White,Husband,Male,Self-emp-not-inc,59,0,0,181070,40,1
HS-grad,9,Married-civ-spouse,Greece,Sales,White,Husband,Male,Self-emp-not-inc,49,0,0,179048,60,1
HS-grad,9,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,27,0,0,243569,40,1
HS-grad,9,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,27,0,0,442612,65,1
HS-grad,9,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,28,0,0,190836,50,1
HS-grad,9,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,29,0,0,181466,35,1
HS-grad,9,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,30,0,0,243665,50,1
HS-grad,9,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,32,0,0,171091,40,1
HS-grad,9,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,32,0,0,115066,60,1
HS-grad,9,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,33,0,0,359428,60,1
HS-grad,9,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,33,0,0,427474,60,1
HS-grad,9,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,33,0,0,131568,66,1
HS-grad,9,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,34,0,0,123429,60,1
HS-grad,9,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,34,0,1902,77209,60,1
HS-grad,9,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,37,0,0,203828,45,1
HS-grad,9,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,37,99999,0,353298,50,1
HS-grad,9,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,37,0,1902,162834,45,1
HS-grad,9,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,38,0,0,267556,64,1
HS-grad,9,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,39,0,0,163204,40,1
HS-grad,9,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,39,0,0,140752,50,1
HS-grad,9,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,39,0,0,194004,70,1
HS-grad,9,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,42,0,0,207392,12,1
HS-grad,9,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,42,3908,0,320744,45,1
HS-grad,9,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,42,0,0,175674,60,1
HS-grad,9,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,43,0,0,190044,40,1
HS-grad,9,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,43,0,0,271665,45,1
HS-grad,9,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,45,15024,0,210364,80,1
HS-grad,9,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,46,0,0,177407,50,1
HS-grad,9,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,47,0,0,172034,75,1
HS-grad,9,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,48,0,0,115971,50,1
HS-grad,9,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,50,0,1902,371305,60,1
HS-grad,9,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,51,0,0,183173,40,1
HS-grad,9,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,51,0,0,208003,40,1
HS-grad,9,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,51,0,0,95435,60,1
HS-grad,9,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,52,7688,0,138611,55,1
HS-grad,9,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,53,0,0,302847,35,1
HS-grad,9,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,53,0,0,101432,50,1
HS-grad,9,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,53,0,0,158284,70,1
HS-grad,9,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,54,0,0,168723,40,1
HS-grad,9,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,54,0,0,212165,60,1
HS-grad,9,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,55,0,0,111625,40,1
HS-grad,9,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,55,0,0,184702,40,1
HS-grad,9,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,55,0,0,158315,50,1
HS-grad,9,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,56,0,0,67841,40,1
HS-grad,9,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,56,0,0,140558,40,1
HS-grad,9,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,57,0,0,123778,48,1
HS-grad,9,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,58,0,0,165315,35,1
HS-grad,9,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,58,15024,0,248841,40,1
HS-grad,9,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,58,0,0,61474,55,1
HS-grad,9,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,58,0,0,143731,72,1
HS-grad,9,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,59,0,0,195835,60,1
HS-grad,9,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,60,0,0,224377,40,1
HS-grad,9,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,60,0,0,95490,45,1
HS-grad,9,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,60,0,0,89884,50,1
HS-grad,9,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,60,0,0,106118,70,1
HS-grad,9,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,60,0,0,327474,70,1
HS-grad,9,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,61,0,0,268831,53,1
HS-grad,9,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,62,0,0,39630,40,1
HS-grad,9,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,62,0,0,224520,90,1
HS-grad,9,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,64,0,0,165479,5,1
HS-grad,9,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,64,0,0,103643,15,1
HS-grad,9,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,64,0,0,113929,35,1
HS-grad,9,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,65,0,0,28367,55,1
HS-grad,9,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,68,0,0,365020,40,1
HS-grad,9,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,69,0,0,349022,33,1
HS-grad,9,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,69,0,0,170877,48,1
HS-grad,9,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,72,0,0,473748,30,1
HS-grad,9,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,73,0,0,336007,40,1
HS-grad,9,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,74,0,0,104001,40,1
HS-grad,9,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,74,0,0,146929,55,1
HS-grad,9,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,74,0,2149,119129,20,1
HS-grad,9,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,75,0,0,92792,35,1
Some-college,10,Married-civ-spouse,Mexico,Sales,White,Husband,Male,Self-emp-not-inc,41,0,0,375574,60,1
Some-college,10,Married-civ-spouse,Mexico,Sales,White,Husband,Male,Self-emp-not-inc,43,7298,0,421837,50,1
Some-college,10,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,26,0,0,93806,55,1
Some-college,10,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,31,0,0,117346,48,1
Some-college,10,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,32,0,0,337696,50,1
Some-college,10,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,33,0,0,109959,25,1
Some-college,10,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,33,0,0,125279,60,1
Some-college,10,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,33,0,1740,155151,50,1
Some-college,10,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,35,0,0,191503,50,1
Some-college,10,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,36,99999,0,241998,20,1
Some-college,10,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,36,0,0,48093,92,1
Some-college,10,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,39,7688,0,274683,50,1
Some-college,10,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,41,0,0,251305,40,1
Some-college,10,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,45,5013,0,256866,40,1
Some-college,10,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,46,0,0,254291,60,1
Some-college,10,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,47,0,0,131826,40,1
Some-college,10,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,48,0,0,58683,70,1
Some-college,10,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,49,0,0,99335,50,1
Some-college,10,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,49,0,0,199326,50,1
Some-college,10,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,51,0,0,171924,50,1
Some-college,10,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,51,0,0,256963,60,1
Some-college,10,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,52,0,0,41496,45,1
Some-college,10,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,52,0,0,72257,50,1
Some-college,10,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,52,0,0,44728,55,1
Some-college,10,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,54,0,0,52634,40,1
Some-college,10,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,54,0,0,114520,40,1
Some-college,10,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,54,0,0,42924,50,1
Some-college,10,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,54,0,0,226497,50,1
Some-college,10,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,54,0,0,91506,65,1
Some-college,10,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,56,0,0,183081,45,1
Some-college,10,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,56,0,0,200235,60,1
Some-college,10,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,57,99999,0,95280,45,1
Some-college,10,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,57,0,0,353808,60,1
Some-college,10,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,59,0,0,148526,40,1
Some-college,10,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,60,0,0,166153,50,1
Some-college,10,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,62,0,0,204085,25,1
Some-college,10,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,64,0,0,289741,20,1
Some-college,10,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,67,0,0,107138,40,1
Some-college,10,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,68,0,0,211584,40,1
Some-college,10,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,68,20051,0,133736,40,1
Some-college,10,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,72,0,0,284120,40,1
Some-college,10,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,73,0,0,300404,6,1
Some-college,10,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,77,0,0,138714,40,1
Assoc-voc,11,Married-civ-spouse,Germany,Sales,White,Husband,Male,Self-emp-not-inc,30,3137,0,113838,60,1
Assoc-voc,11,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,47,0,0,26145,40,1
Assoc-voc,11,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,50,0,0,57758,60,1
Assoc-voc,11,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,69,0,0,37745,8,1
Assoc-voc,11,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,79,0,0,84979,20,1
Assoc-acdm,12,Married-civ-spouse,?,Sales,White,Husband,Male,Self-emp-not-inc,42,0,0,183765,40,1
Assoc-acdm,12,Married-civ-spouse,Iran,Sales,White,Husband,Male,Self-emp-not-inc,30,0,0,176185,60,1
Assoc-acdm,12,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,29,0,0,179008,50,1
Assoc-acdm,12,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,38,0,0,30916,60,1
Assoc-acdm,12,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,51,3103,0,276456,30,1
Assoc-acdm,12,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,51,0,0,176240,40,1
Assoc-acdm,12,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,54,0,0,392286,50,1
Assoc-acdm,12,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,55,0,0,349910,60,1
Bachelors,13,Married-civ-spouse,?,Sales,White,Husband,Male,Self-emp-not-inc,30,0,0,178255,70,1
Bachelors,13,Married-civ-spouse,Canada,Sales,White,Husband,Male,Self-emp-not-inc,37,0,0,204501,20,1
Bachelors,13,Married-civ-spouse,Canada,Sales,White,Husband,Male,Self-emp-not-inc,53,0,0,263925,40,1
Bachelors,13,Married-civ-spouse,Japan,Sales,White,Husband,Male,Self-emp-not-inc,35,0,0,361888,60,1
Bachelors,13,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,29,0,0,162298,70,1
Bachelors,13,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,31,0,0,340880,48,1
Bachelors,13,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,32,0,0,420895,47,1
Bachelors,13,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,33,0,0,312055,45,1
Bachelors,13,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,33,7298,0,272359,80,1
Bachelors,13,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,34,0,0,124052,30,1
Bachelors,13,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,34,0,0,313729,60,1
Bachelors,13,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,36,0,0,67728,50,1
Bachelors,13,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,36,0,0,109133,50,1
Bachelors,13,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,38,7298,0,280169,50,1
Bachelors,13,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,39,0,0,190023,60,1
